title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Sleigh Ride,pop,Ella Fitzgerald,1960,2960,{},"Just hear those sleigh bells jingling, ring, ting, tingling, too
Come on, it's lovely weather for a sleigh ride together with you
Outside the snow is falling and friends are calling, ""Yoo hoo""
Come on, it's lovely weather for a sleigh ride together with you

Giddy yap, giddy yap, giddy yap, let's go, let's look at the show
We're riding in a wonderland of snow
Giddy yap, giddy yap, giddy yap, it's grand, just holding your hand
We're gliding along with a song of a wintery fairyland

Our cheeks are nice and rosy and comfy, cozy are we
We're snuggled up together like two birds of a feather would be
Let's take that road before us and sing a chorus or two
Come on, it's lovely weather for a sleigh ride together with you

Giddy yap, giddy yap, giddy yap, let's go, let's look at the show
We're riding in a wonderland of snow
Giddy yap, giddy yap, giddy yap, it's grand, just holding your hand
We're gliding along with a song of a wintery fairyland

Our cheeks are nice and rosy and comfy, cozy are we
We're snuggled up together like two birds of a feather would be
Let's take that road before us and sing a chorus or two
Come on, it's lovely weather for a sleigh ride together with you
Sleigh ride together with you
Sleigh ride together with you
Sleigh ride together with you",1422683,en,en,en
I Wonder What The King Is Doing Tonight,pop,Frederick Loewe,1960,2908,"{""Richard Burton""}","[ARTHUR]
I know what my people are thinking tonight
As home through the shadows they wander
Everyone smiling in secret delight
They stare at the castle and ponder
Whenever the wind blows this way
You can almost hear everyone say

I wonder what the king is doing tonight?
What merriment is the king pursuing tonight?
The candles at the court, they never burned as bright
I wonder what the king is up to tonight?
How goes the final hour as he sees the bridal bower
Being regally and legally prepared?
Well, I'll tell you what the king is doing tonight
He's scared, he's scared

You mean that a king who fought a dragon
Hacked him in two and fixed his wagon
Goes to be wed in terror and distress? Yes
A warrior who's so calm in battle
Even his armor doesn't rattle
Faces a woman petrified with fright? Right
You mean that appalling clamoring
That sounds like a blacksmith hammering
Is merely the banging of his royal knees? Please
You wonder what the king is wishing tonight?
He's wishing he were in Scotland fishing tonight
What occupies his time while waiting for the bride?
He's searching high and low for some place to hide
And oh, the expectation, the sublime anticipation
He must feel about the wedding night to come
Well, I'll tell you what the king is feeling tonight
He's numb, he shakes, he quails, he quakes
And that's what the king is doing tonight",2047684,en,en,en
When Will I Be Loved,rock,The Everly Brothers,1960,2895,"{""​The Everly Brothers""}","[Verse 1]
I've been made blue
I've been lied to
When will I be loved

I've been turned down
I've been pushed 'round
When will I be loved

When I meet a new girl that I want for mine
She always breaks my heart in two
It happens every time

[Chorus]
I've been cheated
Been mistreated
When will I be loved

[Verse 2]
When I meet a new girl that I want for mine
She always breaks my heart in two
It happens every time
[Chorus]
I've been cheated
Been mistreated
When will I be loved
When will I be loved
When will I be loved",1478252,en,en,en
One Last Kiss,pop,Original Broadway Cast of Bye Bye Birdie,1960,2892,"{""Dick Gautier""}","[Conrad Birdie]
Oh, one last kiss
Give me one last kiss
It never felt like this
No, never felt like this
You know I need your love
Oh! Oh! Oh!
Oh, give me one last kiss!
Oh, one more time
Oh, baby, one more time
It really is sublime
Oh honey, so sublime!
You know I need your love
Oh! Oh! Oh!
Oh, give me one last kiss
Ba-a-a-a-a-a-a-a-aby-y-y, give me one last kiss!
Ba-a-a-a-a-a-a-a-aby-y-y, give me one last kiss!
Oh, one last kiss
Give me one last kiss
It never felt like this
No, never felt like this
You know I need your love
Oh! Oh! Oh!
Oh, give me one last kiss!
One last kiss, one last kiss
Oh, give me one last kiss!
One last kiss, one last kiss
Oh, give me one last kiss!",3580695,en,en,en
Unchained Melody,rb,Sam Cooke,1960,2872,{},"[Verse 1]
Oh, my love, my darling
I've hungered for your touch
A long lonely time
Time goes by so slowly
And time can do so much
Are you still mine?
I need your love, I need your love
God speed your love to me

[Bridge]
Lonely rivers flow to the sea, to the sea
To the open arms of the sea
Lonely rivers sigh
Wait for me, wait for me
I'll be coming home, wait for me

[Verse 2]
Oh, my love, my darling
I've hungered for your touch
A long lonely time
Time goes by so slowly
And time can do so much
Are you still mine?
I need your love, I need your love
God speed your love to me",218720,en,en,en
Such a Night,rock,Elvis Presley,1960,2849,{},"[Verse 1]
It was a night, ooh, what a night
It was, it really was such a night
The moon was bright, oh, how bright
It was, it really was such a night
The night was alight with stars above
Ooh, when she kissed me, I had to fall in love

[Verse 2]
Oh, it was a kiss, ooh, what a kiss
It was, it really was such a kiss
Oh, how she could kiss, oh, what a kiss
It was, it really was such a kiss
Just the thought of her lips sets me afire
I reminisce and I'm filled with desire

[Chorus]
But I gave my heart to her in sweet surrender
How well I remember, I'll always remember

[Verse 3]
Oh, what a night, ooh, what a night
It was, it really was such a night
Came the dawn and my heart and her love
And the night was gone
But I'll never forget the kiss, the kiss in the moonlight
Ooh, such a kiss, such a night
[Verse 4]
It was a night, ooh, what a night
It was, it really was such a night
Came the dawn and my heart and her love
And the night was gone
But I'll never forget the kiss, the kiss in the moonlight
How well I remember, I'll always remember

[Bridge]
That night, ooh, what a night
It was, it really was such a night
When we kissed, I had to fall in love

[Chorus]
But I'd gave my heart to her in sweet surrender
How well I remember, I'll always remember

[Bridge]
Oh, that night, ooh, what a night
It was, it really was such a night
When we kissed, I had to fall in love

[Outro]
Well, she's gone, gone, gone
Yes, she's gone, gone, gone
Came the dawn, dawn, dawn
And my love was gone
But before that dawn
Yes, before that dawn
And before that dawn
Ooh, ooh, ooh, ah
Such a night",197150,en,en,en
Fame And Fortune,rock,Elvis Presley,1960,2831,{},"[Verse 1]
Fame and fortune
How empty they can be
But when I hold you in my arms
That's heaven to me

Who cares for fame and fortune
They're only passing things
But the touch of your lips on mine
Makes me feel like a king

[Verse 2]
Your kind of love
Is a treasure I hold
It's so much greater
Than silver or gold

I know that I have nothing
If you should go away
But to know that you love me
Brings fame and fortune my way
But to know that you love me
Brings fame and fortune my way",197258,en,en,en
Anything to Say Youre Mine,rb,Etta James,1960,2824,{},"[Verse 1]
Ooh, ooh, I'm so blue
'Cause I'm worried over you
Oh I, I sometimes wonder
Why I never hear from you

You promised to write me
Each and every day
And I haven't heard from you
Since you went away

Ooh, ooh, I sit by my window pane
Hoping for a letter, one that never came
My heart cries for just one little line
Anything to say you're mine

Oh, oh
Oh, ooh

[Verse 2]
Well, I said a prayer every night
Hoping, hoping and praying
Someday, someday you'd write
Oh, oh, my heart cries for one little line
Anything to say you're mine",488950,en,en,en
Bye Bye Johnny,rock,Chuck Berry,1960,2798,{},"[Verse 1]
She drew out all her money at the Southern Trust
And put her little boy aboard a Greyhound bus
Leaving Louisiana for the Golden West
Down came the tears from her happiness
Her own little son name Johnny B. Goode
Was going to make some motion pictures out in Hollywood

[Chorus]
Bye, bye, bye, bye
Bye, bye, bye, bye
Bye, bye Johnny
Good-bye Johnny B. Goode

[Verse 2]
She remembered taking money out from gathering crop
And buying Johnny's guitar at a broker shop
As long as he would play it by the railroad side
And wouldn't get in trouble, he was satisfied
But never thought that there would come a day like this
When she would have to give her son a goodbye kiss
[Chorus]
Bye, bye, bye, bye
Bye, bye, bye, bye
Bye, bye Johnny
Bye-bye Johnny B. Goode

[Verse 3]
She finally got the letter she was dreaming of
And Johnny wrote and told her he had fell in love
As soon as he was married, he would bring her back
And build a mansion for her by the railroad track
So every time they heard the locomotive roar
They'd be a standing, a waving in the kitchen door

[Chorus]
Howling bye, bye, bye, bye
Bye, bye, bye, bye
Bye, bye Johnny
Good-bye Johnny B. Goode",438922,en,en,en
Then You May Take Me to the Fair,pop,Frederick Loewe,1960,2796,"{""Julie Andrews"",""Bruce Yarnell"",""James Gannon"",""John Cullum""}","[GUENEVERE]
Sir Lionel!
Do you recall the other night
That I distinctly said you might
Serve as my escort at the next town fair?
Well, I'm afraid there's someone who
I must invite in place of you
Someone who plainly is beyond compare
That Frenchman's power is more tremendous
Than I have e'er seen anywhere
And when a man is that stupendous
He, by right, should take me to the fair

[SIR LIONEL]
Your majesty, let me tilt with him and smite him!
Don't refuse me so abruptly, I implore!
Oh, give me the opportunity to fight him
And Gaul will be divided once more!

[GUENEVERE]
You will bash and thrash him?
[SIR LIONEL]
I'll smash and mash him!

[GUENEVERE]
You'll give him trouble?

[SIR LIONEL]
He will be rubble!

[GUENEVERE]
A mighty whack?

[SIR LIONEL]
His skull will crack!

[GUENEVERE]
Well...
Then you may take me to the fair
If you do all the things you promise
In fact, my heart would break should you not take me to the fair

Sir Sagramore!
I have some rather painful news
Relative to the subject who's
To be beside me at the next court ball
You were the chosen one, I know
But as tradition it should go
To the unquestioned champion in the hall
And I'm convinced that splendid Frenchman
Can easily conquer one and all
And besting all our local henchmen
He should sit beside me at the ball
[SIR SAGRAMORE]
I beg of you, ma'am, withhold your invitation
I swear to you this challenge will be met
And when I have finished up the operation
I'll serve him to your highness en brochette!

[GUENEVERE]
You'll pierce right through him?

[SIR SAGRAMORE]
I'll barbecue him!

[GUENEVERE]
A wicked thrust?

[SIR SAGRAMORE]
'Twill be dust to dust!

[GUENEVERE]
From fore to aft?

[SIR SAGRAMORE]
He'll feel a draft!

[GUENEVERE]
Well then...
You may sit by me at the ball
If you demolish him in battle
In fact, I know I'd cry were you not by me at the ball
Sir Dinadan!
Didn't I promise that you may
Guide me to London on the day
That I go up to judge the cattle show?
As it is quite a nasty ride
There must be someone at my side
Who'll be defending me from beast and foe
So when I choose whom I prefer go
I take the strongest knight I know
And young du Lac seems strongest, ergo
He should take me to the cattle show

[SIR DINADAN]
Your Majesty can't believe this blustering prattle
Let him prove it with a sword or lance instead
I promise you, when I've done this Gaul in battle
His shoulders will be lonesome for his head!

[GUENEVERE]
You'll disconnect him?

[SIR DINADAN]
I'll vivisect him!

[GUENEVERE]
You'll open-wide him?

[SIR DINADAN]
I'll subdivide him!

[GUENEVERE]
Oh, dear, dear, dear, dear, dear
Then you may guide me to the show
If you can carry out your program
In fact, I'd grieve inside should you not guide me to the show

[SIRS LIONEL/SAGRAMORE/DINADAN]
Milady, we shall put an end to
That Gallic bag of noise and nerve
When we do all that we intend to
He'll be a plate of French hors d'oeuvres!

[GUENEVERE]
I do applaud your noble goals
Now let us see if you achieve them
And if you do, then you will be the three
Who will go to the ball, to the show
And take me to the fair",2820394,en,en,en
