title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Its Over,pop,Patti Lasalle,1960,1445,{},"It's over, its over, it's over now
It's over that's all there is
No more lonely tears
That's how it is for now it is over

Every time you broke my heart
I tried to make you see
You were driving us apart
But you only laughed at me
It's over the tables turned
And all of the bridges burned
That's how it is for now it is over

Don't try to lie again
And promise to be true
Maybe i will cry again
But never over you
Nothing you say or do
Could bring back my love for you
That's how it is for now it is over",4206316,en,en,en
Fare Thee Well,rock,Joan Baez,1960,1430,{},"[Verse]
Oh fare thee well, I must be gone
And leave you for awhile
Wherever I go, I will return
If I go ten thousand miles
If I go, if I go, if I go ten thousand miles

[Verse]
Oh, ten thousand miles, it is so far
To leave me here alone
While I may lie, lament, and cry
And you'll, you'll not hear my moan
And you'll, no you'll, and you'll not hear my moan

[Verse]
Oh, the crow that is so black, my love
Will change his color white
If ever I should prove false to thee
The day, day will turn to night
Yes the day, oh the day, yes the day will turn to night
[Verse]
Oh, the rivers never will run dry
For the rocks melt with the sun
I'll never prove false to the boy I love
Till all, all these things be done
Till all, till all, till all these things be done",219478,en,en,en
Stairway To Heaven,pop,Neil Sedaka,1960,1421,{},"Climb up way up high
Climb up way up high
Climb up way up high

Well a well a well a
Heavenly angel I want you for my girl
When I kissed your sweet sweet lips
I knew that you were out of this world

CHORUS
I'll build a stairway to heaven
I'll climb to the highest star
I'll build a stairway to heaven
Cause heaven is where you are

Well a well a well a
Over the rainbow
That's where I'm going to climb
Way up high where the bluebirds fly
I'm going to love you all the time
CHORUS (x2)

Well a well a well a
I got to be going
Going to leave the world behind
Every day in a heavenly way
You're going to drive me out of my mind

CHORUS

I'll build a stairway to heaven
Cause heaven is where you are

Climb up way up high",364518,en,en,en
Prairie Fire,country,Marty Robbins,1960,1421,{},"While drivin' a herd of cattle out in old Nebraska way
Headin' east at Broken Bow one hot September day
Tryin' to get to Omaha we hoped to find a buyer
We never counted in the odds of a western prairie fire

A hot south wind was blowin' and the air was gettin' dry
Somethin' far away was spellin' trouble in the sky
Comin' closer was a sound that topped the devil's choir
Then we knew we had to race a raging prairie fire

When all at once a flame is seen a lickin' at the sky
And every heart is quicker and there's fear in every eye
We'd just one chance to get away for there's no place to hide
Gotta reach the river Platte one inch deep and one mile wide

The herd is gettin' tired but we've got no time to rest
I try to clear the red dust that is gatherin' in my chest
From ridin' tail on a thousand head with the weather gettin' dry
The black cloud in the west is warning ride ride ride

The roarin' heat is closer ashes fallin' by our side
And every breeze is burnin' singin' with its warnin' cry
We've got to reach the river but it's still ten miles or more
And close behind us we can hear that wind infernal roar
But fate had other plans for we lost that fatal race
We lost for neither man nor beast could long keep up the pace
The mighty Platte subdued its rage but none were there to rest
We did our best to get away but only I am left

Now on the blackened prairie far as the eye can see
The grim remains are there to show that God rules you and me
Just one he left to tell the tale just one was his desire
We lost our herd and thirty men to a raging prairie fire",1373479,en,en,en
Known Only to Him,country,Elvis Presley,1960,1418,{},"[Chorus]
Known only to him are the great hidden secrets
I'll fear not the darkness when my flame shall dim
I know not what the future holds
But I know who holds the future
It's a secret known only to Him

[Verse]
In this world of fear and doubt
On my knees I ask the question
Why a lonely, heavy cross I must bear
Then he tells me in my prayer
It's because I am trustworthy
He gives me strength far more than my share

[Chorus]
Known only to him are the great hidden secrets
I'll fear not the darkness when my flame shall dim
I know not what the future holds
But I know who holds the future
It's a secret known only to Him (only to Him)",197208,en,en,en
Something Happened,pop,Paul Anka,1960,1416,{},"Something happened
To this heart of mine
When I saw you standing
In the sun

Something happened
And I can't define
How I knew you
Were the one

The world stood still
While my head
Went spinning round
I always will
Thank the Lord
For what I found

Something happened
And my prayers were heard
Now I'm walking in
The sun with you
Something happened
And without a word
I was sure you
Loved me too

The world stood still
While my head
Went spinning round
I always will
Thank the Lord
For what I found

Something happened
And my prayers were heard
Now I'm walking in
The sun with you

Something happened
And without a word
I was sure you
Loved me too

I was sure you
Loved me too
I was sure you
Loved me too",810276,en,en,en
Zhankoye,pop,The Limeliters,1960,1411,{},"Az man fort kine Sevastopol, is nit veit fun Simfereopol
Dortin iz a stantziya faron
Ver darf zuchen naiya glikken, s'iz a stantzia an antikel
In Djankoye, Djan, djan, djan

Hey Djan, hey Djankoye, hey Djanvili, hey Djankoye
In Djankoye, Djan, djan, djan

If you go to Sevastoolo, on your way to Simfereopol
Just you go a little further down
There's a little railway station known to men throught the nation
Called Djankioye, Djan, djan, Djan

Hey Djan...

Worked together all his brothers Jew and Gentile, White and Negro
For a better world to come
In this world, a world that's good, man will find some brotherhood
In Djankoye, Djan, djan ,djan

Hey Djan...",1540939,en,en,en
Footsteps,pop,Steve Lawrence,1960,1401,"{""Eydie Gorme""}","Why did you say goodbye to me
Now I'm as lonely as could be
And as I feel a teardrop fall
I hear your footsteps down the hall
Walkin' away from me

Why did you say goodbye
Why did you make me cry
Now, every day I wonder why
Why, oh why, oh why, oh

Footsteps, footsteps
Footsteps, footsteps

You're such a haunting memory
I pray that you'll come back to me
But as I say my evening prayers
I hear your footsteps on the stairs
Walkin' away from me

Why did you say goodbye
Why did you make me cry
Now, every day I wonder why
Why, oh why, oh why, oh
Footsteps, footsteps
Footsteps, footsteps
Footsteps, footsteps
Footsteps",1641483,en,en,en
Standing at the Crossroads,pop,Elmore James,1960,1398,{},"Well I'm standin' at the crossroads
With my head hung down and cryin'
Well I'm standin' at the crossroads
With my head hung down and cryin'
Well I was thinkin' about my baby
And I know she can't be found

I work hard for my baby
And she treats me like a slave
I work hard for my baby
And she treats me like a slave
Well she was be tired of livin'
I'll put her six feet in the grave

Well I'm standin' at the crossroads
And my baby's not around
Well I'm standin' at the crossroads
And my baby's not around
I began to wonder
If old Elmore's sinking down
I' standin' here waitin' baby
With my heart right in my hand
I' standin' here waitin' baby
With my heart right in my hand
I'm thinkin' about my baby
And she's out with another man",1715473,en,en,en
Wildwood Flower,rock,Joan Baez,1960,1397,{},"[Verse]
I will twine with my mingles of raven black hair
With the roses so red and the lilies so fair
The meadow so bright with its emerald hue
And the pale amelita and eyes look so blue

[Verse]
I will dance, I will sing and my life shall be gay
I will charm every heart, in his crown I will sway
I woke from my dream and all idols was clay
And all portions of lovin' had all flown away

[Verse]
He told me to love him and promised to love
And cherish me over all others above
My poor heart is wondering, no misery can tell
He left me no warning, no words of farewell

[Verse]
He taught me to love him and called me his flower
That was blooming to cheer him through life's weary hour
How I long to see him and regret the dark hour
He's gone and neglected his frail wildwood flower",219483,en,en,en
Blue Moon,rb,Sam Cooke,1960,1389,{},"Blue moon
You saw me standing alone
Without a dream in my heart
Without a love of my own

Blue moon
You knew just what I was there for
You heard me singing a prayer for
Someone I really could care for

Then suddenly there appeared before me
The only one my arms could ever hold
Then I heard somebody whisper, ""please adore me""
And when I looked, the moon had turned to gold

Blue moon
Now I'm no longer alone
Without a dream in my heart
Without a love of my own",218799,en,en,en
I’ve Grown Accustomed to Her Face,pop,Dean Martin,1960,1386,{},"I've grown accustomed to her face
She almost makes the day begin
I've grown accustomed to the tune she whistles night and noon
Her smiles, her frowns, her ups and downs
Are second nature to me now
Like breathing out and breathing in
I was serenely independent and content before we met
Surely I could always be that way again and yet
I've grown accustomed to her looks, accustomed to her voice
Accustomed to her face

She's second nature to me now
Like breathing out and breathing in
I'm very grateful she's a woman and so easy to forget
Rather like a habit one can always break and yet
I've grown accustomed to the trace of something in the air
Accustomed to her face",959912,en,en,en
Milky White Way,country,Elvis Presley,1960,1370,{},"[Verse 1]
Yes, I'm gonna walk that milky white way
Oh Lord, some of these days
Well, I'm gonna walk that milky white way
Some of these days, well well well well

I'm gonna walk up and take my stand
Gonna join that Christian band
I'm gonna walk on that milky white way
Oh Lord, some of these days

[Verse 2]
I'm gonna tell my mother, howdy
Howdy, howdy when I get home
Yes, I'm gonna tell my mother howdy
When I get home, well well well well

I'm gonna shake my mother's hand
I will shake her hands that day
That's when we walk on the milky white way
Oh Lord, one of these days (on some of these days)
[Verse 3]
I'm gonna meet (I'm gonna meet)
God the father (I'm gonna meet)
And God the son (And God the son)
Yes, I'm gonna meet (I'm gonna meet)
God the father (I'm gonna meet) and God the son
Well well well well

I'm gonna sit down and tell Him my troubles
About the world that I just came from
That's when we walk on the milky white way
Oh Lord, one of these days (on some of these days)",197201,en,en,en
Cut Across Shorty,pop,Eddie Cochran,1960,1369,{},"Now a country boy called Shorty
And a city boy named Dan
Had to prove who could run the fastest
To win Miss Lucy’s hand

Now Dan had all the money
And he also had the looks
But Shorty musta had that something, boys
That can’t be found in books

Well, ""Cut across, Shorty, Shorty, cut across""
That's what Miss Lucy said
""Cut across, Shorty, Shorty, cut across
It's you that I wanna wed'

Now Dan had been in training
About a week before the race
He made up his mind old Shorty
Would end in second place
And Dan with his long legs a-flying
Left Shorty far behind
And Shorty heard him holler out
""Miss Lucy, you’ll soon be mine""
Oh well, ""Cut across, Shorty, Shorty, cut across""
That's what Miss Lucy said
""Cut across, Shorty, Shorty, cut across
It's you I wanna wed""

But Shorty wasn't worried
There was a smile upon his face
He knew that he was a-going to win
'Cause Lucy had fixed the race
And just like that old story
About the turtle and the hare
When Danny crossed over the finish line
He found Shorty waiting there

Oh well, ""Cut across, Shorty, shorty, cut across""
That's what Miss Lucy said
""Cut across, Shorty, shorty, cut across
It's you I wanna wed""

It's you I wanna wed
It's you I wanna wed
It's you that I wanna wed",1511627,en,en,en
Sleepy Lagoon,pop,The Platters,1960,1341,{},"A sleepy lagoon, a tropical moon, and two on an island
A sleepy lagoon, and two hearts in tune, in some lullaby
The firefly's gleam reflects in the stream
They sparkle and shimmer
A star from on high
Falls out of the sky
And slowly grows dimmer

The leaves from the trees, all dance in the breeze, and float on the ripple
We're deep in the spell, as nightingales tell of roses and dew
The memory of this moment of love
Will haunt me forever
A tropical moon, a sleepy lagoon, and you

The memory of this moment of love
Will haunt me forever
A tropical moon, a sleepy lagoon, and you",1329132,en,en,en
Caroling Caroling,pop,"Nat ""King"" Cole",1960,1329,"{""Nat \\\""King\\\"" Cole""}","[Verse 1]
Caroling, caroling now we go
Christmas bells are ringing
Caroling, caroling through the snow
Christmas bells are ringing
Joyous voices sweet and clear
Sing the sad of heart to cheer
Ding, dong, ding, dong
Christmas bells are ringing
(Caroling, caroling, caroling, caroling)

[Verse 2]
Caroling, caroling through the town
Christmas bells are ringing
Caroling, caroling up and down
Oh, Christmas bells are ringing
Mark ye well the song we sing
Gladsome tidings now we bring
Ding, dong, ding, dong
Christmas bells are ringing
[Outro]
Caroling, caroling now we go
Caroling, caroling through the snow
Joyous voices sweet and clear
Sing the sad of heart to cheer
Ding, dong, ding, dong
Christmas bells are ringing
Ding, dong, ding, dong
Christmas bells are ringing",1627900,en,en,en
Jump for Joy,pop,Sarah Vaughan,1960,1324,{},"[Verse 1]
Fare thee well, land of cotton
Cotton lisle is out of style
Honey chile, jump for joy
Don't you grieve, little Eve
All the hounds I do believe
Have been killed
Ain't ya thrilled? Jump for joy

[Bridge]
Have you seen pastures groovy?
Green Pastures was just a technicolor movie

[Verse 2]
When you start up to heaven
And you meet, yeah, old St. Pete
Tell that boy to please jump for Joy
Step right in, give Pete some skin
And jump for joy

Cotton lisle is out of style
Honey chile, jump for joy
All the hounds
I do believe, yes, have been killed
Ain't ya thrilled?
Jump for joy

[Bridge]
Have you seen pastures groovy?
Green Pastures was just a technicolor movie

[Outro]
When you start up to heaven
And you meet old St. Pete
Tell that boy, please jump for Joy
Step right in, give Pete some skin
And jump for joy",1030571,en,en,en
You Are My Love,pop,"Nat ""King"" Cole",1960,1323,"{""Nat \\\""King\\\"" Cole""}","[Verse 1]
You are my love
You control the very soul of me
You're my future and my destiny
You are my love
Until we kissed
Love was just a word I heard about
Just a game in which they dealt me out
Until we kissed

[Bridge]
But since we kissed my world is excitingly new
And I exist for no other reason but you

[Verse 2]
You are my love
And my love is what you'll always be
I'll be yours beyond eternity
You are my love

[Instrumental Break]
[Outro]
I'll be yours beyond eternity
You are my love
You are my love
You are my love",953917,en,en,en
Ride on Josephine,rock,Bo Diddley,1960,1318,{},"[Chorus]
Ride on Josephine, ride on
Ride on Josephine, ride on
Ride on Josephine, you got a running machine
Ah baby, baby, ride on Josephine, baby ride on

[Verse 1]
Well, Josephine driving a hot rod Ford
Twin carburetor will eat up the road
Twin exhaust sticking out the rear
Something that will really take away from here

[Chorus]
Ride on Josephine, ride on
Ride on Josephine, ride on
Ride on Josephine, you got a running machine
Baby, baby, ride on Josephine, baby ride on

[Verse 2]
Josephine's Ford begin to run hot
She tried to trade it in at a used car lot
The man couldn't believe his natural eyes
When she pulled it in to his drive
[Chorus]
Ride on, Josephine, ride on
Say, Josephine! (Ride on Josephine, ride on)
Josephine, child, your tank is leaking gas!
(Ride on Josephine, ride on)
Say what?
Baby, you better shut up and come on ride with me
Ye-aah, you better ride with me

[Verse 3]
You say I better mind my business?
Ha-ha-ha-ha-ha-ha
You got business baby, you, you good business!
I just lo-oo-oo-ve good business!
You say, what kind of car I driving? (maroon '40 Ford)
Well, I-I'm a I'm driving a '48 Cadillac with Thunderbird wings
Telling you baby, that's a running thing
I got wings that'll open and get her in the air
I think I can take it away from here

[Chorus]
Ride on, Josephine, ride on
Ride on, Josephine, ride on
Ride on, Josephine, child, you got a running machine
Baby, baby, ride on Josephine, baby ride on
[Outro]
Well, I bl, bl, believe you, baby
Because you-a, you-a, you ain't been flagged
I'm going
Goodbye!",455392,en,en,en
I Want to Be Wanted,pop,Brenda Lee,1960,1307,{},"(Wanted, wanted)
Alone, so alone that I could cry
I want to be wanted (wanted)
Alone, watching lovers passing by
I want to be wanted

When I am kissed
I want his lips to really kiss me
When we're apart
I want his heart to really miss me
I want to know
He loves me so his eyes are misting
That's the way I want to be loved

Alone, just my lonely heart knows how
I want to be wanted (wanted) right now
Not tomorrow, but right now
I want to be wanted

I want someone
To share my laughter and my tears with
Someone I know
I'd love to spend a million years with
Where is this someone somewhere meant for me?
(Alone) Just my lonely heart knows how
I want to be wanted (right now)
Not tomorrow, but right now
I want to be wanted

I want someone
To share my laughter and my tears with
Someone I know
I'd love to spend a million years with
Where is this someone somewhere meant for me?
(Someone, somewhere) Meant for me",858428,en,en,en
Good Good Lovin,rb,James Brown & The Famous Flames,1960,1304,{},"Got something for you, darling
That you never, never had
Got something for you, darling
That you never, never had
Good lovin', good lovin'
Made me feel so glad

Got something for you, baby
Make my love be true
Got something for you, baby
Make my love be true
Good lovin', good lovin'
Never thought it was you, ow!

True, fine loving
A whole lot of hugging
Nothing but trouble
Baby, I need your good lovin'

Got something for you, darling
That you never, never had
Got something for you, darling
That you never, never had
Good lovin', good lovin'
Made me feel so glad
[Break]

True, fine loving
A whole lot of hugging
Nothing but trouble
Baby, I need your good lovin'

Good, good lovin'
A whole lot of hugging
Good, good lovin'
A whole lot of hugging
Good, good lovin'
A whole lot of hugging
Good, good lovin'
A whole lot of hugging",420082,en,en,en
Brace Yourself,pop,Ben E. King,1960,1296,{},"Mmm, but I had to come say something to you, girl

Now when I saw you standing over there in the corner, yeah
I told myself, good God, she's nice and I want her
So here I am baby, on the spot
You'll need an army to make me stop

So pay attention to this
You're gonna get kissed
You better brace yourself

Just snap your finger and I'll start into hopping, yeah
You got my mind going wild and there's no stopping
So here I am baby, please don't run
I know that we could have lots of fun

So pay attention to this
You're gonna get kissed
You'd better brace yourself

You make me feel like I've never felt before, whoa
I feel like I could lift a hundred tons or more
I'd go to pieces, baby, if you should reject me
And I know I'd die if I thought you'd forget me
I don't know what's come over me
I only know that it's heavenly

So pay attention to this
You're gonna get kissed
You'd better brace yourself
Here I come baby
With all that's love
Here I come, baby, with lips that's gonna kiss you
Whoa, you better brace yourself",2050408,en,en,en
Dust My Blues,pop,Elmore James,1960,1294,{},"I'm gonna get up in the morning, I believe I'll dust my blues
Gonna get up in the morning, I believe I'll dust my blues
I gotta leave my baby, I ain't got no time to lose

I don't want no woman, that'll treat me wrong all the time
I don't want no woman, that'll treat me wrong all the time
Well I'm tired of the way she treats me, 'cause I'm about to lose my mind

I'm gonna write a letter, I better send her a telegram
I'm gonna write a letter, I better send her a telegram
She left me soon this morning, and she's got me in an awfull jam

I believe, I believe my time ain't long
I believe, I believe my time ain't long
I gotta leave my baby, I gotta leave my hapy home",1566682,en,en,en
Rake And Ramblin’ Boy,rock,Joan Baez,1960,1277,{},"[Chorus]
Well, I'm a rake and ramblin' boy
There's many a city I did enjoy
And now I've married me a pretty little wife
And I love her dearer than I love my life

[Verse]
Oh, she was pretty, both neat and gay
Caused me to rob the broad highway
Oh, yes, I robbed it, I do declare
And I got myself ten thousand bare

[Chorus]
Well, I'm a rake and ramblin' boy
There's many a city I did enjoy
And now I've married me a pretty little wife
And I love her dearer than I love my life

[Verse]
Oh when I die, don't bury me at all
Place my bones in alcohol
And at my feet, place a white snow dove
To tell the world that I died for love
[Chorus]
Well I'm a rake and a ramblin' boy
There's many a city I did enjoy
And now I've married me a pretty little wife
And I love her dearer than I love my life
And I love her dearer than I love my life",219491,en,en,en
Youve Got the Power,rb,James Brown & The Famous Flames,1960,1276,{},"[James Brown & Bea Ford]
I'm leaving you, darling
And I won't be back
I found something better
Somewhere down the track

Oh, oh, I need you, darling
You've got the power of love
You've got the power in your hands
You've got the power to make me understand
Oh, oh, I want you to try me
You've got the power of love

I told you, darling
That I would stand by your side
Remember the days you made me cry
But, oh, darling, oh, my little darling
You've got the power to love

We belong together
And we love each other
We belong together
And, darling, you know I don't
Have to look no further 'cause
You've got the power
(I need you, darling) in your hands
(Oh, yes you have)
You've got the power
To make me understand (yes you have)
You've got the power
You've got the power
You've got the power
You've got the power
You've got the power",420110,en,en,en
My Dream,pop,The Platters,1960,1274,{},"My Dream
Is a wondrous dream
It's the answer too
Wanting only you

My Dream
Is a true delight
My escape at night
From a world that's blue

The world we know
Seems so far away
And where we go
Is for us to say

My Dream
Is a wealth of joy
No one can destroy
When I dream my dream
It's no common dream
It's a wondrous dream
Dream...",870882,en,en,en
Deep In the Heart Of Texas,rb,Ray Charles,1960,1273,{},"[Verse 1]
The stars at night are big and bright
(Where's that happen, Ray?)
Deep in the heart of Texas
The Prairie Sky, is wide and high
(What's that place now?)
Deep in the heart of Texas
The sage in bloom is like perfume
(What's that place again please?)
Deep in the heart of Texas
Reminds me of the one I love
(What place are you talking about?)
Deep in the heart of Texas, yeah

[Verse 2]
The Coyotes wail along the trail
(Did this happen in New York, Ray?)
Mmm-mmm, deep in the heart of Texas
The rabbits rush around the brush
(This has to be California)
No no, deep in the heart of Texas
The cowboys cry, ""Ki-yip-pee Yi""
(Can this be Brooklyn?)
I'm afraid not, it's deep in the heart of Texas
The Dogies bawl, and bawl and bawl
(Now name it for me)
Deep in the heart (What'd you say now?)
I said deep in the heart (I can't hear you)
Deep in the heart (Where's that?) of Texas",432212,en,en,en
Im a One Woman Man,country,George Jones,1960,1269,{},"If you told me that you love me
I would feel so proud
If you'd let me hold you honey
I'd holler out loud
I'll never love another
Even if I can
Come to me baby I'm a one woman man
Chorus:
Won't you let me baby just a kind of hang around
I'll always love you honey and I'll never let you down
I'll never love another even if I can
Well come to me baby I'm a one woman man
I'd climb the highest mountain
If it reached a bigger sky
To prove that I love you
I'd jump off and fly
I'd even swim the ocean
From shore to shore
To prove that I love you
Just a little bit more
Chorus:
Won't you let me baby just a kind of hang around
I'll always love you honey and I'll never let you down
I'll never love another even if I can
Well come to me baby I'm a one woman man
Instrumental
If you told me that you love me
I would feel so proud
If you'd let me hold you honey
I'd holler out loud
I'll never love another
Even if I can
Come to me baby I'm a one woman man
Chorus:
Won't you let me baby just a kind of hang around
I'll always love honey and I'll never let you down
I'll never love another even if I can
Well come to me baby I'm a one woman man
Come to me baby I'm a one woman man...",228497,en,en,en
Happy Go Lucky Me,pop,Paul Evans,1960,1269,{},"I can laugh
When things ain't funny
(a haha) Happy go lucky me

Yes, I can smile
When i ain't got no money
(a haha) Happy go lucky me

It may sound silly but
Mmm, I don't care
I got the moonlight
I got the sun
I've got the stars above

Me and my filly well, we both share
This slappy go happy, happy go lucky looovve

Well! Life is sweet ..Whooa sweet as honey
(a haha) happy go lucky me

*pause....music and laughing*
It may sound silly but
Mmm, I don't care
I got the moonlight
I got the sun
I've got the stars above

Me and my filly well, we both share
This slappy go happy, happy go lucky looovve

Well! Life is sweet whooa yea! sweet as honey
(a haha) Happy go lucky me
(a haha) Happy go lucky me",974576,en,en,en
Desire Me,rb,Sam Cooke,1960,1261,{},"Desire me, desire me
As I desire you
Desire me and want me
That's all I ever ask of life
That you will someday come to me
And say that you love me
As I love you
Hmm

Desire me and tell me
That you are mine and mine alone
Desire me and love me
And be the queen upon my throne
For I will always worship you
No matter where you go or what you do

There comes a time in the life of every boy
When one and only one girl will do
So now the time has come
And I know that you're the one
And all that I will ever want is you
So desire me desire me
That's all I ever ask of you
Desire me and love and tell me that you want me too
For nothing else will matter in the world
As long as I am close to you

There comes a time
In the life of every boy
When one and only one girl will do
So now the time has come
And I know that you're the one
And all that I will ever want is you
So now the time has come
And I know you are the one
And all that I will ever want is you",218790,en,en,en
Lonely Weekends,rock,Charlie Rich,1960,1259,{},"[Chorus]
Well I make it alright (Well I make it alright)
From Monday morning till Friday night
Oh, those lonely weekends

[Verse]
Since you left me (Since you left me)
I'm as lonely as I can be
Oh, those lonely weekends

[Pre-Chorus]
You said you'd be (Ooh-wah) good to me (Ooh-wah-wah)
You said our love (Ooh-wah) would never die (Ooh-wah-wah)
You said you'd be (Ooh-wah) good to me (Ooh-wah-wah)
But baby, you didn't even try

[Chorus]
Well I make it alright (Well I make it alright)
From Monday morning till Friday night
Oh, those lonely weekends
[Pre-Chorus]
You said you'd be (Ooh-wah) good to me (Ooh-wah-wah)
You said our love (Ooh-wah) would never die (Ooh-wah-wah)
You said you'd be (Ooh-wah) good to me (Ooh-wah-wah)
But baby, you didn't even try

[Chorus]
Well I make it alright (Well I make it alright)
From Monday morning till Friday night
Oh, those lonely weekends
Oh, those lonely weekends
Oh, those lonely weekends",771878,en,en,en
Little Moses,rock,Joan Baez,1960,1254,{},"[Verse]
And away by the waters so blue
The ladies were winding their way
When Pharaoh's little daughter stepped down to the water
To bathe in the cool of the day

And before it was dark, she looked in the ark
And found sweet infant was there
And before it was dark, she looked in the ark
And found sweet infant was there

[Verse]
And away by the waters so blue
She carried that beautiful child
To his tender mother, his sister and brother
Little Moses looked happy and smiled

And she called him her own, her beautiful son
And sent for a nurse that was near
And she called him her own, her beautiful son
And sent for a nurse that was near
[Verse]
And away by the sea that was red, so red
Little Moses, the servant of God
Before him subsided, the seas were divided
When upward he lifted his rod

And the Jews safely crossed while Pharaoh's host
Were drownded in the waters and lost
And the Jews safely crossed while Pharaoh's host
Were drownded in the waters and lost

[Verse]
And away on a mountain so high
The last one that he ever did see
With Israel victorious, his hopes were most glorious
Someday all Jordan be free

When his spirit did cease, he departed in peace
And rested in the Heavens above
When his spirit did cease, he departed in peace
And rested in the Heavens above",219492,en,en,en
Love Me,rock,The Phantom (Jerry Lott),1960,1249,{},"Aahh, uhh, let's go!
Press your lips to mine
And whisper I love you
Gotta have chance that lasts
To do the things we wanna do
Don't hesitate, I can't wait, love me
You set my soul on fire
Every muscle in my body's burning with desire
Baby kiss me do
Make me know you're mine
Love me with desire
Oh honey, this is fine
Don't hesitate, I can't wait, love me
Yeah!

I want you to be in my heart*
Because it's a runnin' wild*
Got to make you mine
If just for a little while
Don't hesitate, I can't wait, love me
Love me, love me, love me",3964389,en,en,en
Hey There,rb,Sam Cooke,1960,1237,{},"[Verse 1]
Hey there, you with the stars in your eyes
Love never made a fool of you
You used to be too wise
Hey there, you on that high-flying cloud
Though she won't throw a crumb to you
You think someday she'll come to you
Better forget her
Her with her nose in the air
She has you dancing on a string
Break it and she won't care

[Bridge]
Won't you take this advice I hand you like a brother
Or are you not seeing things too clear?
Are you too much in love to hear?
Is it all going in one ear and out the other?

[Instrumental Break]

[Outro]
Won't you take this advice I hand you like a brother
Or are you not seeing things too clear?
Are you too much in love to hear?
Is it all going in one ear and out the other?
Hmm, mmm, and out the other, in one ear and out the other",218707,en,en,en
He Will Break Your Heart,rock,Jerry Butler,1960,1231,"{""Curtis Mayfield"",""Calvin Carter""}","[Curtis Mayfield, Calvin Carter and Jerry Butler]

He don't love you like I love you
If he did, he wouldn't break your heart
He don't love you like I love you
He's try-in' to tear us apart


Fare thee well, I know you're leavin'
(I know you're leavin')
For the new love that you've found
The handsome guy that you've been dating, whoa
I got a feelin' he's gonna put you down 'cause


He don't love you like I love you
If he did, he wouldn't break your heart
He don't love you like I love you
He's try-in' to tear us apart

He uses all the great quotations
Says the things I wish I could say
Whoa, but he's has so many rehearsals
Girl, to him it's just another play but wait


When the final act is over
And you're left standing all alone
When he takes his bow and makes his exit
Girl, I'll be there to take you home


He don't love you (and he never will) like I love you
If he did, he wouldn't break your heart
Oh, he don't love you, girl, like I love you
He's try-in' to tear us apart


Whoa, he don't love you",384967,en,en,en
Handy Man,rb,Jimmy Jones,1960,1225,{},"Comma, comma, comma, comma, come, come, comma
Yeah, yeah, yeah

Hey girls, gather 'round
Listen to what I'm putting down
Hey baby, I'm your handy man

I'm not the kind to use a pencil or rule
I'm handy with love and I'm no fool
I fix broken hearts, I know that I really can

If your broken hearts need repair
Then I am the man to see
I whisper sweet things, you tell all your friends
They'll come running to me

Here is the main thing that I want to say
I'm busy 24 hours a day
I fix broken hearts, I know that I really can

If your broken hearts need repair
Then I am the man to see
I whisper sweet things, you tell all your friends
They'll come running to me
Here is the main thing that I want to say
I'm busy 24 hours a day
I fix broken hearts, I know that I really can

Comma, comma, comma, comma, come, come, comma
Yeah, yeah, yeah
Comma, comma, comma, comma, come, come
Yeah, yeah, yeah",1193876,en,en,en
Basin Street Blues,rb,Ray Charles,1960,1222,{},"[Verse 1]
Why don't you come along with me
To the Mississippi?
We'll take a boat to the land of dreams
And steam down the river, down to New Orleans
You know the band's there to meet us
Old friends to greet us
Where all the light and the dark folk meet
A-way down yonder down on Basin Street

[Chorus]
Let me tell you about that Basin Street
Is the street where the elite always meet
In New Orleans, land of dreams
You'll never know how nice it seems
Or just how much it really means
Glad to be, yes, siree
The welcome's free and dear to me
That's why I can't lose
These Basin Street blues
[Piano solo]

[Chorus]
Oh, Basin Street
Is the street where the elite always meet
In New Orleans, land of dreams
You'll never know how nice it seems
Or just how much it really means
I'm glad to be, yes, siree
The welcome's free and dear to me
That's why I can't lose
These Basin Street blues

[Outro]
Ah, that's why I can't lose
These Basin Street blues",432195,en,en,en
Baptizing Scene,country,Reverend W.A. Donaldson,1960,1218,{},"Oh Children
Oh Lord Lord
Let me stay here tonight
Let me tell you too
I remember
I remember
Yes, I do children
This child
Caught from Zion
We're laying down one night
Ah, Lord
Didn't know what
She was in the woods
Oh, Lord
I did not know no one else
And the child is adopted
I bow down, Oh, Lord
Told God
God, I need you
Right now
Right now, Lord
I need you, Lord
Oh, Lord
If I'm yours
And you're mine
My Lord
Reverend W.A. Donaldson
According to her faith
Obedient to God's command
[?] the hour sister
In the name of the Father
And of the Son
And of the Holy Ghost
Amen
Amen
Amen
Amen
Amen
Amen",5760418,en,en,en
Silent E,pop,Tom Lehrer,1960,1216,{},"Who can turn a can into a cane?
Who can turn a pan into a pane?
It's not too hard to see
It's Silent E

Who can turn a cub into a cube?
Who can turn a tub into a tube?
It's elementary
For Silent E

He took a pin and turned it into pine
He took a twin and turned him into twine

Who can turn a cap into a cape?
Who can turn a tap into a tape?
A little glob becomes a globe instantly
If you just add Silent E

He turned a dam - alakazam! - into a dame
But my friend Sam stayed just the same
Who can turn a man into a mane?
Who can turn a van into a vane?
A little hug becomes huge instantly
Don't add W, don't add X, and don't add Y or Z
Just add Silent E",1326192,en,en,en
